IMEISV,IMSI
3518220529686301,454061101064817
3585370427741801,454063307035962
3595750452267601,454063302680572
0124170032183406,454063307054887
0128450078283015,454063307253321
0130290045970102,454063307296444
3559830310653412,454064500549507
0130320066019105,454063307282856
3585370411375701,454063302895389
3581500483835701,454061101334376
3595750452234701,454061101484073
3591480405037601,454063302554374
0128490087335715,454063307031468
0124240034812709,454063307188627
3595750439580401,454063307228016
0130020021287103,454061106014684
0124270073684513,454061106012869
0130020060565005,454063307282462
3571160439923700,454063899632811
0126480011720707,454061106150565
0130440057738402,454063307329279
3520370313662300,454061101450491
0128410011619311,454063307106590
0126460099177708,454063307156363
3518230563061501,454061101421380
0124160085534911,454063307029162
0125330010523414,454063307074906
0130080013920305,454063307291254
0130320050562004,454063306024787
3581500455739601,454063302981196
3581500486351401,454061083715652
0128400019483313,454063307070222
3596160477248001,454063306028634
3571940433757701,454061199830139
0125330095490404,454063307306970
3585080457978264,454063392463054
3596160437621501,454063884059182
3553010419676001,454063883732920
0124170025353013,454063307011598
3515540530483401,454061101436510
0130080082448302,454061106056571
3564400433467101,454063302891012
3596160470843001,454061106020986
0130040083705302,454063307272941
3581500456218301,454063300647791
3595750448038901,454063302529560
3564400438981001,454061101306037
3515540516001601,454061101475442
3595480421835401,454063302938021
0130380008266905,454063307371483
3517100514170708,454063307035570
0126580033685006,454063307136715
3596160490989401,454063302999085
3596160439944001,454063308007804
3562160450290500,454061101412329
0125340042745306,454063307132320
3595750439507501,454061101284117
0130450043219903,454063307327005
3596160437917701,454063302946616
3589380420610101,454063302878048
3521670546350501,454063300895185
3590900415773401,454061106087007
3520370313775300,454061101456293
0127450025052015,454063307189055
3598810312207102,454063302934807
3518220505238801,454063302956528
3544060408544101,454061101075903
0127440035978513,454061106112659
3590900421935501,454063302773449
0127560001555213,454063307207149
0130340001887605,454063307310044
3529740223585616,454061101387253
3596510468105601,454063302888299
0130370000915005,454063307291012
3596160486202601,454063302920263
3595480447665501,454061101484861
0130030018714705,454063307238686
3590900484389101,454063302667139
3595750447845801,454065100011274
3590900464159701,454063300909407
3588480424835801,454063302977638
0126530053446915,454061101397552
0130070099026104,454063307278912
3521660546689901,454063308011995
3520370318006700,454061101457029
3520370318061700,454061101456699
0129630060508715,454063307220915
3559830324246312,454064500570848
0127460015476513,454061106068802
0125360087555414,454063307071397
3568710411408901,454061101356261
3591880460391001,454061106143160
0124290083244515,454063307024481
0128450062220315,454063307337097
0124200098670915,454063307055509
0128490054022410,454063307248959
0126460073346010,454063307129846
0127480077027010,454063307268543
3582170455584364,454061192646810
3571160428570800,454061101453177
0130440037591504,454061106115797
0124260000357815,454063307042811
0125430073712813,454063307075741
0127560056180713,454063307211094
0129610010535414,454063307302091
0125380025549913,454063307082672
0130040023674705,454063307235619
3517100513522406,454061106152577
0130390032504705,454063307300621
0128490004060915,454061106024644
0130470085826903,454063307348151
0130330019470204,454063307302166
3596160420447301,454063302786531
3522280500359901,454063307380244
3571160420747300,454061101439001
0126520080899806,454063307136811
3518220529764601,454063302994293
3596160453299801,454063302981641
3593720489441201,454063308031201
0125340009179914,454063307110312
0124210049739213,454061106017805
3515540514169601,454063302734177
0125470026340615,454061106039226
3571600416510501,454063899825583
3517510459482601,454063302786268
3518230573978301,454063300527246
0130340084202704,454063307037779
0124160029050513,454063306030774
3585370411282501,454063302893585
0130440007592504,454063307351119
0130440094720104,454061106145669
3518220515555401,454061101399531
0130050077432405,454063307233002
0130580070716405,454063307368113
3591180402899901,454061101463973
0130430093201803,454063899819315
0127030005146564,454061101444474
3596510473273401,454063302972098
3518230529962301,454063302977708
3520370318596700,454061101465578
0130390035395005,454063307079846
3590900480912701,454063302636712
0124270039333910,454063307013916
3581500456046001,454061101436445
3593720449336801,454061100308582
3599590472668501,454063302902232
0130060066249705,454063307291125
0130080084224605,454063307298326
3585370412938701,454063302941795
0130440050167803,454063307018522
3521670515829401,454063308030094
0124190063923713,454063307038588
0128440098523515,454063307039460
3547810423690801,454063302628456
3584900487141201,454063302527349
0124200069672413,454063306034103
3520370318637200,454061101461723
0126510095988310,454061106059219
0130490019506205,454063307377059
0130450068424405,454063307320414
0130400087622603,454063307233694
0126820034133164,454061101326681
0124270059520713,454061106147809
0125440065545310,454063307083733
3585170467323264,454063883729067
3518230568820501,454063307065150
0130060000494005,454061106116346
3591180423334901,454061101371966
0124300058182315,454063307027414
0127530011701113,454063307181953
3580000449563901,454063302932286
0124200090784115,454061106009168
3595750442212901,454063302670057
3529740218561216,454061101315191
0130290097300305,454061106112066
3597780465276401,454061101134182
0125390038649006,454063307110469
0130590022533005,454061106055739
0129610067672915,454063307157549
0125420076108214,454063307090765
3584900460352501,454063302227110
3596510496969601,454063302222524
0125340046450214,454063307124072
3595750454090301,454063302909002
3590900451572401,454063302945338
3591480405043101,454063302446396
3585170481009258,454063392496172
0130380033429605,454063307320700
3529740219426316,454061101396219
0125420047911814,454063307131618
0130030041185405,454063307294646
0128500052371913,454063307200151
0130030052690404,454063307341804
3547810412574801,454063302594974
3595750449769401,454063302018899
3593720412223001,454061101464458
0130060069055304,454063307253316
3560460398617214,454063392064863
3599590482392401,454063308035213
0125420014224713,454063307125966
0128440047126313,454061106094697
0127450062204515,454063307083679
0127560047893510,454061101306203
3526680483458401,454065000024673
3515240506086001,454063302761176
3553100488976501,454061100409856
0127430039682713,454063307268922
0124160028560713,454063307001617
0126570060047115,454063307150500
3515540513074601,454063302294866
0126440047990015,454061106073544
0124190099189614,454061105023009
0129590019603813,454061106061595
0125450085954613,454063307135440
0128390092039915,454063307251623
3531420491327200,454064500564367
3521670518431101,454061101485503
3529740253637816,454061101393547
3518220515797601,454063302785906
3564400436664701,454063302856675
0130040003953105,454063307272122
0130330065437505,454063307291080
0127560053487110,454063307253611
0126580085273806,454063307169006
3581500432470001,454063302914310
0130060046686304,454063307266277
0130290033384505,454063307153620
3521660523819401,454063308008592
3578530416360901,454063302948081
0130350072898002,454063307311018
3595480460562901,454063302892023
0130050010133004,454063307292960
0124180047153114,454063307010106
0125340042204412,454063307110290
0125460056477215,454061106049987
3521670515901101,454063883727653
0130030050116702,454063307309423
0130050071361301,454063307290152
3553010419562001,454063584351627
3593740452764401,454063307135838
0130440022516305,454063307341872
0130310040973505,454063307292591
3517100506906208,454063307349053
3588800396239500,454064500540580
3593720405526401,454061101400998
0125340016610115,454063307129565
0130050063874904,454063307211371
0125430013626413,454063307074393
0125330007502513,454063307079192
3596160482825501,454063300794964
0124310026336513,454063306029883
3595750479859101,454063307171919
3588480434892201,454061101462715
3585060478775864,454063302941420
3596510468106001,454063302958458
0126440076004714,454063307174712
3520370318590900,454061101461795
0125340072346006,454063307138661
0130460046822303,454061106126766
0130480022008503,454063307338606
0130330030969602,454063307279945
3581500490159101,454061101392263
3583420444797501,454063302937277
0124310092593309,454063307025594
0124260094020713,454063306032924
0130380065895904,454063307306832
3585370418419501,454063302808857
3595750452357101,454063302748618
0130460043702705,454063307360886
3591880461355001,454063307371512
3596160450180301,454063302915063
0130070032349801,454063307284162
0130460051083003,454063307290956
0130060077401905,454063307249657
0128460019178313,454061106098228
0130450049670304,454063307335430
0130030028140201,454063307298080
3584720495095701,454063302960762
3521670530363101,454063308028652
3591880456615801,454063307364287
3515540522106801,454063302782782
3526680424675301,454063307098499
3544060475711901,454061101435768
3529610460023401,454061101386917
3553010446179401,454063302416350
0127530021638413,454063307055274
3520370318628700,454061101456515
3585080480641364,454061192646547
0127540080827610,454061106103244
0126540073201415,454063307167148
3595480456760801,454063308021417
3517100513754108,454061106036203
0131270047094115,454061106137131
0125340070745214,454063307054957
0126470038925615,454063307037580
0126570073997015,454063307188415
3515540515947301,454063300845943
0125470023379610,454061106040594
0130510016205704,454063307364865
3596160406876601,454063302460634
0124230080055810,454063306036566
0124220057559810,454063307003615
3553100459392501,454063307016674
0130440060329104,454063307377376
0128420035151414,454061105025141
0127890001247164,454061101296705
3518230524187801,454061101478532
3520370318711200,454061101456637
0130030093749104,454063307288112
3515220501355601,454063302987301
3595750449946901,454063307156300
0124280081538108,454063307054726
0130060099849002,454063307244521
3564400433581701,454063302333908
0130040080153103,454061106108771
0124290043582913,454063307027249
3581500432438701,454063302380103
0124240063505015,454063307013265
0127520033860313,454063307187991
0127550093385210,454063307113523
3585080461745958,454061192619965
3553100490603501,454063302960264
0125360044816514,454063307122902
0130350074522104,454063307316726
3517100555378408,454061106147375
3596160455507801,454063302995005
3521670500081401,454063300182384
0129400002539905,454061105025160
0130310094286204,454063307290313
0127440026213215,454063307190536
3591180405002601,454061101096834
0130310072447104,454063307300713
3515540529308301,454063302907857
0128440088871014,454061101379706
0130070059007604,454061106025258
0130310053265004,454063307077741
3568710411311501,454063302931324
3574740482136601,454063899830123
0126490049517115,454061106073874
3596160477271901,454063307241172
0127560068190509,454063307187449
0130050031380104,454063307248589
3518230521847901,454061101443081
3595480463261801,454063308031427
3596160471424201,454065100003973
0125470004158011,454061106027042
3596160468180601,454063302712619
0127490086988410,454061106098422
3581500429194501,454061101433942
3588800396301300,454064500552840
3596160443618901,454061101474648
0130440068177003,454063307338264
3593720489421101,454063302981993
3553010475255301,454063300728524
3595480447089301,454063302459302
3584900446579201,454061101421912
0130430080776905,454063307354838
0130030061666004,454061106072985
3517100513796608,454063302086091
3581500473584101,454063300769554
0130060091751705,454063307234677
0128360092200315,454063307244282
3591180402848801,454063307230733
0124250081063413,454063307006306
3520370318656400,454061101465794
3590900421604401,454063302787431
3596160468092201,454063302992568
3596160486390001,454063302988196
0130290051885705,454063307048867
3526050536702301,454063300664184
0126580059779915,454063307135755
0124230079304613,454063307047406
3523740507609801,454063302902650
0128510021082211,454061106093904
3553010437281001,454063302209306
3596160476956301,454061101482102
0129580075232815,454063307335935
3595750491649101,454063308024812
0130470012040004,454063307350662
3581500487164701,454063302904119
0125330068786315,454061106041830
3588480434977701,454061101319960
0126480094726414,454063307189306
3596160492567701,454063302991892
0130060001722903,454063307302001
3588480447407301,454063302938318
3527840410089300,454063302101049
0130290042858405,454063307066761
3531420491404400,454064500564373
3593720448532401,454061106111123
3591880460778501,454063302819057
3559830324270112,454064500570507
3561070425984501,454063308014928
3596160443624801,454063307231431
3518220516202901,454063302595053
3518230599140401,454063308014713
0127440049333414,454061106075268
0124250007110910,454063306039995
0125460021694213,454061106042317
3544060406856301,454061101294233
0124250063651604,454061106022871
0128420036305515,454063307245569
0130430098516004,454063307326345
3517100513431606,454063307361773
0127520038408410,454063302650327
0126580028156914,454061106031782
3568120483814201,454063302914664
3590900449662901,454063302920063
3565210437935511,454063307015371
0130330005088503,454063307055069
3583430418638464,454063302939554
0130060050598405,454063307040973
3520370318729400,454061101457119
0127440055206213,454063307151888
0126550004838614,454063307128460
3550310405328603,454063302906448
0130450087213503,454063307338611
0129640042569514,454063307270031
3586970420439901,454063302970761
3597780430342701,454063302298372
0124300060870313,454063307009617
3596510426330801,454061101460322
0130060032985105,454063307264541
0128400010018114,454061106030523
3596510497103201,454063302965034
0127440031033610,454061106065701
0124190079871404,454063307063805
0129360066614604,454061106042765
3585670416630903,454061101446635
0127560073487910,454061106069326
3595480419975501,454063307012648
0130050071134205,454061106113202
0125460057101815,454063307079260
0127490004124715,454061106111114
3593740436671001,454063392088582
0127440053644315,454063307255446
3596160429013101,454063302795471
0124230096519615,454061105023100
0129290034550309,454063306048764
0128360039151115,454061106105206
3559830310507212,454064500546580
3553100489414401,454063899819113
0124260036784515,454063307055108
3595480421053901,454061101298644
3590900421886701,454061101423020
0130050057728205,454063307240322
3515540523901701,454063302996840
0129620098548814,454063307137894
3591180417252301,454063883725627
0130310093523005,454061106093551
0130030074668802,454063307208084
0125460071505506,454063307110390
3544060439807601,454061101245679
0126500085658606,454061106040622
0128390088592813,454061106028595
3562990435197704,454063302491022
3596140404359101,454063302999826
3595750413137501,454063307175813
0130060042639805,454061106097411
3585370497810701,454063300859625
3597780427632401,454063307132662
3529740219391716,454061101370965
3585370473565301,454061101419123
3564510408818327,454061199838499
0127560040797915,454063307319056
3521670539288601,454063302518024
3593720405528801,454061100206680
3596160468175801,454063302442975
3531420491115400,454064500560541
0124230080828915,454061106009327
3553010437158001,454063302902911
3588800396360600,454064500543709
3588800396316200,454064500543590
3531420484296800,454064500554088
0130300052082204,454063307297991
0126530022151210,454063307178413
3585080443751264,454061192646526
0126510008886615,454063307222967
3531420484401900,454064500554253
3531420491323900,454064500558443
0130080069288905,454063307264415
0127500094928510,454063307222135
0126480011796207,454063307173074
3547810424056501,454063302816095
3596160475611901,454063302120455
3518220505208701,454061101500612
0130440040978605,454063307301601
3584720490464601,454063300699296
3518230541985901,454063308005121
0127510072291114,454063307266192
0125330067225213,454063307316272
3596160471435601,454061101337644
0130350050747205,454063307306425
0130330054913402,454063307003450
0130030085954702,454063307189345
3597780447823901,454063302746465
3584900447988501,454063308007514
0126450092714013,454063883790271
0130360012984103,454063307317365
0130070010838405,454063307026598
0127450050928615,454063307185771
0127510094450110,454063307206845
3596510465581001,454063302943555
3585370424633901,454063302906568
3520370313645600,454061101450348
3596510422675001,454061101459846
3596160457095701,454061101433458
0127510020569315,454063307189228
0130020020038604,454061106119290
3588800399479800,454064500544250
0127500060791913,454063307170166
3597780424850501,454061083710973
3585370485945301,454063302837730
3523980430033801,454061103047276
0125430035464313,454063307092890
0130350051899102,454063307305916
0130370037581005,454063307309596
3561070429160001,454063302785278
3596160428858301,454061101440246
3595750431001401,454063307233257
3596510422676101,454063302902224
0124310050271113,454063307046341
0130080087999005,454061106098261
0130290060224904,454063307332565
0130340050422205,454063307312678
3591880465114701,454063307377006
0130020099399505,454063307252970
0130440067199505,454063307339064
3518230536595001,454065000027536
0127530099963713,454063307071815
0127530002965213,454063307230825
3553100488056501,454063308006371
3559830310934812,454064500550092
3543160313602601,454063302172292
0125370056336106,454063307130888
3544060405953901,454063302543830
0128390090250715,454063307260801
0126480045222006,454061106060469
3559210432916401,454063302379271
0130460021716405,454063307078325
0125410019342206,454063307126789
3584720448237701,454063300764090
3521670543640401,454061101466600
0130530066084004,454063307266227
3588480425529101,454063302945301
0127560059354513,454063307202331
3573020416378810,454063308027308
3596160436975301,454063302963891
3591880457202701,454063307231804
0124180008373711,454063307339255
0125470028698214,454063307230463
3517100513668108,454063307339867
0126520085259214,454063307150936
0130450027659205,454063307338142
0130360077537204,454063307381480
0128390073581515,454063307204043
0124250035922208,454063307048855
3523980436370901,454061103046881
3571940403565601,454063302948058
3596510496972201,454063302986833
0130060095404104,454063307234924
3596160475612001,454063302867150
0126560036322414,454063307154112
0130360095538205,454063307157349
0128500081893314,454061106092180
0124240005887514,454061105027789
3553010421001301,454063302551204
0125430039600114,454063307118367
0126480001849310,454063307203814
3526680424323701,454063302829884
3595480425416301,454063302572815
3596510468447601,454063302968148
3597780430380301,454061101485605
3521670528184101,454063308038209
0125390063027304,454063307084914
0125440043073915,454063307127600
3596160408473401,454061100158209
3596160475642501,454063308024942
0130460009724304,454063307064019
3581500485259801,454063302878338
3596160450197601,454063302972823
3520370313593000,454061101456560
3550310406852903,454063302944896
49990106400001,454061105020385
0130080022570305,454061106049082
3518230511017501,454061101490120
3596160442879801,454065000024741
0125330038574015,454061106048406
0130040078698704,454063307240131
0130370061078503,454063307001048
0126570010840506,454063307153331
3596160485574501,454063302984049
0124310076916203,454063307016799
0124230023449615,454063307015614
3596160486046801,454063302184404
3585370411350601,454061101447449
0130300049970305,454063307307312
0124190071128304,454061106027732
0124220066613614,454063307155882
0128490095865514,454061106054672
3521670516211901,454063308028088
3596160492379501,454063307150183
3585370422848901,454063302872859
3564400429986401,454063300859602
0129230000000909,454061105040521
0124220040611004,454063306030632
0124290011716514,454061106007741
0130060081078505,454061106105070
3588480426724201,454063302924187
3520370318041400,454061101450425
0130380041365405,454063307305594
0130370086946005,454063307350737
3518230593074801,454063302830614
0124210053412813,454063307002358
3544060409698401,454061106095715
0130380055536305,454063307291271
0129600090874113,454061101273951
3596160442913001,454061101466212
0128420079103613,454063306025851
3517220583091902,454063302671027
0130480076835005,454061106142244
0124300099626213,454063307033207
0125380027278013,454063307135205
0127510050345414,454061106010791
3591880455069201,454063307007905
0130580084526604,454061106140865
3521670534132901,454063308017551
3518230536592701,454061106013888
0129570072327913,454063307108497
3591880456152301,454063307364271
3597780485677701,454061101477607
0127490060785815,454063307229509
0127460055517210,454063307183111
3596510422743501,454061101425597
3515240503957801,454063308038237
3572420448145501,454063302677995
0127450014302110,454063307200771
0130460018033505,454063307041915
0127440013442713,454061106062364
3595480405071501,454061101381676
0125410060902206,454063307084935
3596160420001301,454063302934800
3595750479290301,454063302916311
0124180026457004,454063307062095
3521960403296305,454063303033238
3515540515379501,454063302611967
0130060003821804,454063307292792
0130040067180204,454063307292781
3544060447557301,454063302889961
3565140413491303,454061101466136
0126520000385811,454063307291445
0124290095207113,454063307117992
3593720479775901,454063302732956
0124240049556514,454061101501224
3596160486127201,454061101471997
3596510496966701,454063302849138
0127490096231710,454061106085283
3518220562074701,454063302124903
3596160437624601,454063307235630
3596160455764901,454061101464759
0128470066433714,454063306020696
0124260076544010,454063307036709
3593720436841701,454063302571968
0130290061492104,454063307089302
3599590425308201,454063302987564
3585370411696301,454063302419002
3596160407079101,454061101356276
0125400047669013,454061106024462
3597780417602201,454061101473884
0127510063458710,454061106054167
3598710409190901,454063302879822
0130360078569305,454061106125760
0125340036087913,454063307090297
0126480053043214,454061106031522
0130040000667105,454063307302056
0125470064912315,454063307115895
0126510072362614,454063307021515
0124210002137014,454063307060691
0125400083964415,454063307083897
3596160407368101,454063302949127
0129630059271215,454063300423333
3564400434311801,454063302695910
0125330000718513,454063307094389
3597780413201501,454063883728324
0125440008304304,454063307221767
3597780465284501,454063302524004
0128420093403115,454063307095384
3596160407283801,454063302333123
3590900464269401,454063302951827
3596160419911001,454063302977233
3553010434375401,454061084004492
0130390015788203,454063307020125
3520370318064200,454061101456139
3559210425936301,454063302690249
0130550042439405,454061106118244
0130020023595904,454063307322404
3596160408533001,454061101453535
3517510495624801,454063302756948
0127550016919515,454063307244609
0125400041966715,454061105021352
0126490020192615,454061106087436
3597780438436901,454063302092108
3591880458107101,454063307001358
3595480417565701,454061083708374
3596160442912801,454063302921813
3596160475674001,454063302410291
0125440040042004,454063307123799
3553100488042401,454063302679393
0127480069470514,454063307229949
3593720436838001,454063302921555
0124250076626115,454061106011715
0124310093019014,454063306037788
0130070065544402,454061106119088
0130070036842904,454061106110797
3577500402905601,510110008958850
0128390076562115,454061106001115
0127500084431813,454063307251678
3544060439882601,454063302883435
0128000098392407,454063302944469
0130680079879605,454061180457888
0128410075693312,454063307091488
0130420051477503,454063307322369
3585370469539901,454063882179292
0127440060243610,454063307223997
0130330006043404,454063307283946
0124230062368304,454063307043334
0130550025318604,454063307364076
3553100490850901,454063302948814
0125440074601115,454063307088830
3580000402868201,454061100256593
0130070072219804,454063307004171
0124260087279913,454061106015607
3553010434245401,454063302897687
0128470062321310,454063302890529
3596160472348301,454063899829168
0127030000678364,454063302057656
0130440072389005,454063307320578
3584720419052101,454063302501812
3515540527485001,454063302257067
0124290032482215,454063307009179
3564400430799401,454061101432585
0124260071801715,454063307054419
3518220582040401,454061101344571
3596160492473401,454061101477421
0125460066657713,454061106037998
0125360099573215,454063307266494
3564400436014901,454063302446080
0125340023981708,454061106030915
0126500005413414,454061106068112
0130440030488003,454061106120467
3599590405900801,454061101441077
0130360087509304,454063307190909
3597780486138001,454063300860867
0130050014929103,454063307053541
0130040002794504,454063307275790
0130080040209302,454063307287271
3590900464261401,454063302623058
3595480421955101,454063307210181
3531420484289800,454064500557857
3584900457887501,454061101099408
3591180413550101,454063302171001
0130480052600304,454061106125596
0130070072130004,454063307238011
3564400429988001,454063302914436
3595750431037601,454061101490163
3591880458529901,454061106126530
0126460060248715,454063307171467
0130060086324605,454063307096786
3515540520016701,454063302987379
0124310028492413,454061106005603
3580000402931901,454063300466696
3596160408155401,454061101386970
3584720477210801,454063302031675
0128500000277515,454063307049207
0130020026237605,454063307264196
0127470051442811,454063307180494
3591880455589101,454063883733475
3518230566198301,454063300783061
3568710411036801,454063302750407
0129610059666214,454063307088288
0125360002255914,454063307108831
3581500432210901,454063302887816
3585370466485501,454063302978550
3593720448580601,454061101458112
3584900487071101,454063302956863
0127560093644309,454063307170115
3595480461497201,454061101418267
3599590411318201,454061101466947
0126500004670806,454061105027744
3518230511020701,454063302992105
3588480421956601,454063883726738
3597780467303501,454061101506032
3584210414433001,454063302958178
3597780420625301,454061101314328
3521670546364501,454061101509009
0126440035749606,454063307129060
3596160493311101,454063308005255
0128480057003115,454061106016811
3517100513017808,454063307190219
0124260074643012,454063306026087
0130380074668203,454063307321204
3597780417378901,454063882029865
0130360012880305,454063307311494
3596510400250801,454063302897845
0130380014842105,454063307069585
3547810412387401,454063302374436
3599590405774001,454063306038945
3595750413184101,454061101157941
0124250097809014,454063306036436
0125390029568904,454063306038675
3597850442811901,454063308003454
0130020031322003,454061106021038
0128400027659415,454061101362434
3596160452403401,454063302392245
3593720405570901,454063302389961
0128390051086211,454063307201609
3596160431639901,454061101481988
3596160492840201,454063308005242
0130290075869505,454063307250856
0126470001408315,454063307151273
3597780451773601,454063300617832
3591480404869401,454063302968636
3583430410591636,454061101350205
0125340041973410,454063307086320
0130290039495905,454063307322878
0130070044816003,454063307241887
3531420484174600,454064500555715
0126530045933307,454063307177910
3596160433406301,454061101357066
3515540521930601,454063302298562
0125420029511210,454063307120569
0130330040267704,454063307035520
0125360053634814,454063307095710
3518230567444101,454063302675693
0129630035478514,454063307164885
3553010446221401,454061083705436
3559830306789810,454064500531030
3529740221870916,454061101393111
0125460039210815,454061106047187
3584900458077301,454061101279782
3517220543014002,454061101484953
3596160437041701,454063302975187
0128510061482713,454061106108743
0130600032114705,454063307363810
3518220561156801,454063300867744
0125380040030306,454063307257954
